F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
1,42,-8.56,3.84,3,0.32,-71.34,19.74,12.84,26.6,-8.92,2.5,-506.22,1.84,,False
-14,510,-2.24,16.4,30,7.75,-326.34,34.46,-6.78,10.04,-7.09,-5.28,-856.22,-2.98,-8.97,True
-3,72,-7.26,3.08,3,0.72,-125.34,20.28,5.94,19.48,-5.54,-0.54,-466.22,0.83,-8.14,True
-1,6,-6.66,2.94,3,0.24,-110.34,20.64,13.5,19.02,-5.61,0.34,-470.22,1.19,-8.25,True
-4,1005,-2.47,17.2,30,7.3,3.66,34.96,-10.5,11.42,-6.13,0.12,-776.22,-3.69,,False
1,6,-6.73,0.12,0,0.22,-71.34,20.38,3.54,19.76,-5.72,0.02,-484.22,5.04,,True
-14,780,-6.18,12.1,15,6.45,-71.34,29.86,-8.37,16.84,-7.06,-0.86,-916.22,-3.07,,False
-24,630,-3.68,12.5,30,7.4,-131.34,35.36,-8.31,10.66,-4.48,-2.18,-866.22,-0.76,-7.24,True
-1,45,-8.06,0.38,3,0.75,-47.34,19.98,19.14,22.2,-7.09,1.34,-468.22,0.86,,True
-3,123,-6.84,1.66,3,0.15,-116.34,20.44,10.05,20.04,-5.65,0.94,-496.22,1.48,,False
-24,1095,-2.74,26,30,5.65,-131.34,33.06,-9.18,11.9,-4.49,-6.1,-746.22,-1.04,-5.76,False
-3,66,-7.99,1.68,3,0.54,-131.34,20.82,9.03,18.62,-5.26,-0.46,-478.22,1.64,,True
-4,615,-1.85,21.5,30,5.05,-71.34,38.06,-12.24,12.64,-8.69,-3.78,-686.22,-4.37,,True
-4,1020,-1.92,26.3,30,9.45,-26.34,32.86,-11.1,10.5,-10.31,-9.88,-916.22,-3.14,,False
-3,123,-8.55,3.36,3,0.94,-131.34,18.78,8.82,29.08,-6.87,2.72,-534.22,1.52,,False
-3,39,-6.72,3.14,3,0.76,-113.34,19.86,6.57,19.2,-5.12,0.06,-524.22,1.1,,True
-1,105,-6.85,4.32,3,0.92,-125.34,19.32,5.01,21.52,-5.46,2.82,-528.22,1.99,,False
-4,315,-3.93,10.8,30,6.5,33.66,29.86,-0.69,14.4,-5.83,-2.2,-836.22,-2.14,,False
-1,195,-6.95,2.98,3,0.93,-77.34,20.22,3.96,19.7,-5.84,-0.8,-508.22,1.72,-8.26,True
1,9,-6.69,1.08,3,0.64,-80.34,19.88,3.6,20.98,-6.05,0.1,-504.22,1.55,-5.95,False
-14,390,-1.88,14.5,30,7.4,-86.34,34.46,-9.69,11.5,-5.1,-8.18,-856.22,-2.88,-7.97,True
-14,570,-5.02,29,30,6.85,-341.34,30.16,-4.38,13.44,-5.82,-6.78,-896.22,-1.7,-7.2,False
-1,114,-7.73,2.6,3,0.62,-134.34,19.48,11.22,19.54,-5.4,1.8,-472.22,1.82,-6.65,False
-14,825,-3.17,14.8,30,5.45,-71.34,33.16,-3.15,12.9,-5.64,-5.88,-876.22,-2.33,-5.54,False
-2,0,-7.92,0.68,3,0.76,-158.34,18.92,8.19,24.32,-5.31,-0.02,-474.22,2.12,,False
-1,63,-8.55,1.38,3,0.73,-71.34,20.3,16.68,24.02,-6.51,-0.26,-492.22,3.21,-8.62,True
-3,93,-7.49,1.92,3,1.06,-158.34,19.24,9.03,19.14,-7.73,0.42,-482.22,0.88,,True
1,66,-6.75,2.1,3,0.93,-92.34,20.04,8.19,24.92,-6.76,1.2,-524.22,0.71,-7.59,True
-3,171,-9.04,3.88,3,0.03,-131.34,20.58,5.88,21.82,-6.38,2.66,-538.22,0.78,-7.1,False
-1,9,-7.45,0.94,3,0.9,-137.34,20.02,4.77,25.38,-5.82,7.64,-482.22,3.05,,True
-1,3,-6.64,0.72,3,0.3,-137.34,20.36,6.03,20,-6.65,-0.46,-496.22,2.66,,False
-14,495,-3,24.3,30,6.15,123.66,32.96,-7.83,19.44,-7.48,-7.16,-686.22,-3.07,-7.19,True
-3,30,-6.84,3.84,3,0.55,-107.34,19.82,12.33,20.22,-6.53,0,-524.22,1.07,,True
-4,810,-1.85,11.9,30,10.3,78.66,29.06,-8.58,9.28,-7.51,-10.02,-516.22,-2.15,-6.22,False
-14,555,-1.51,18.8,30,6.75,18.66,36.66,-10.68,8.86,-5.88,-8.26,-716.22,-3.21,,True
-14,405,-2.63,12.2,30,7.45,78.66,35.16,-9.9,10.72,-5.79,-6.68,-736.22,-4.35,-7.04,True
-14,375,-3.02,12.9,30,6.9,123.66,33.86,-11.91,9.76,-8.65,-10.44,-486.22,-4.06,-8.26,True
-3,36,-7.81,3.06,3,0.59,-107.34,19.52,11.97,23.18,-6.38,1.52,-534.22,3.34,-6.35,False
-24,975,-1.82,11,30,9.25,-191.34,29.46,-7.35,9.82,-5.47,-9.36,-456.22,-2.67,-8.28,True
-3,171,-7.08,3.72,3,0.12,-158.34,20.36,3.93,19.5,-6.02,1.74,-542.22,1.18,-6.86,False
-1,33,-7.06,0.66,3,0.84,-56.34,20.36,6.81,18.88,-6.77,2.42,-522.22,1.54,-8.14,True
-3,21,-7.79,3.24,3,0.81,-155.34,20.5,4.17,20.14,-5.69,1.28,-530.22,1.09,,True
1,54,-7.87,1.28,3,0.67,-80.34,19.96,3.75,18.98,-6.64,2.82,-484.22,1.37,,True
-3,66,-7.69,4.02,3,0.82,-146.34,20.5,6,19.72,-5.65,1.02,-544.22,2.36,-7.11,True
-3,33,-7.01,0.06,3,0.2,-104.34,19.98,25.32,23.42,-7.22,-0.32,-488.22,1.47,,False
-4,765,-4.66,10.1,30,7.35,-56.34,29.86,-5.64,15.36,-7.18,-1.92,-806.22,-0.31,-4.82,False
-1,60,-7.05,1.96,3,0.89,-125.34,19.16,7.71,19.7,-7.67,2.44,-508.22,1.83,-7.74,False
-3,90,-6.58,3.38,3,0.5,-152.34,20.66,3.33,20.42,-7.35,3.24,-494.22,2.37,-7.54,True
1,39,-8.35,2.14,3,0.17,-77.34,20.56,3.84,20.86,-6.21,-0.42,-502.22,0.95,,False
-1,36,-7.16,2.52,3,0.59,-44.34,20.42,3.6,21.42,-5.64,-0.62,-454.22,0.66,-7.84,True
-4,870,-7.64,23.1,30,7.9,-41.34,35.36,-11.22,11.66,-5.78,-10.22,-806.22,-3.51,,True
-14,75,-3.4,13.9,30,7.4,48.66,29.56,-1.5,11.44,-5.71,-6.5,-686.22,-1.4,,False
-14,300,-2.85,10.9,30,6.25,-371.34,30.56,-7.92,11.32,-6.15,-4.58,-626.22,-2.76,-6.32,False
-1,90,-7.03,2.04,3,1,-116.34,19.66,3.06,23.4,-5.56,2.88,-448.22,0.78,-6.51,True
-3,3,-7.46,3.78,3,0.43,-113.34,19.22,4.65,24.5,-5.01,0.58,-538.22,1.68,,True
-1,72,-9.38,3.36,3,0.42,-86.34,20.8,3.42,21.2,-7.42,-0.04,-460.22,1.1,,True
-3,33,-7.19,1.58,3,0.6,-110.34,20,8.07,22.02,-6.02,-0.38,-528.22,1.38,-6.97,False
-14,390,-3.43,10.6,30,6.3,123.66,32.96,-8.01,11.18,-8.09,-8.6,-796.22,-3.38,-4.57,False
-4,150,-6.58,21.3,30,5.35,-11.34,32.26,-3.69,12.74,-4.14,-7.3,-856.22,0.9,-6.39,False
-1,45,-7.41,1.86,3,0.18,-119.34,19.88,4.35,19.32,-5.79,3.48,-476.22,0.73,-6.5,False
-3,33,-7.48,1.9,3,0.62,-125.34,20.54,10.71,20.1,-5.5,2.54,-526.22,0.85,-8.91,True
-14,315,-1.52,14.7,30,9,48.66,34.36,-7.92,8.94,-7.09,-10.8,-796.22,-2.53,,True
-1,30,-6.66,2.2,3,0.46,-86.34,20.46,4.14,19.28,-6.52,0.52,-498.22,1.05,-7.9,True
-1,6,-6.68,2.28,3,0.38,-62.34,20.04,9.96,20.46,-5.46,-0.16,-458.22,1.42,-6.36,False
-4,645,-1.38,15.4,30,9.05,-11.34,36.16,-12.21,9.36,-7.24,-2.58,-696.22,-2.89,-7.3,True
-24,945,-3.95,10.6,30,7.3,-131.34,27.76,-0.63,14.72,-5.59,-5.24,-756.22,-1.25,-5.92,False
1,42,-7.11,2.96,3,0.66,-95.34,20.18,5.43,19.4,-6.25,0.4,-470.22,5.38,-7.46,True
-4,555,-2.08,17.5,30,6.75,-11.34,32.16,3.42,10.14,-6.06,-6.42,-596.22,-3.77,-7.17,False
-14,420,-2.67,10.6,30,8.6,-56.34,28.96,-8.7,11.5,-6.84,-5.1,-666.22,-3.52,-5.24,False
-14,1110,-2.83,22.3,30,8.25,168.66,34.46,-13.08,23.76,-6.53,-7.54,-446.22,-2.58,-8.11,True
-14,45,-2.48,10.1,30,5.1,-101.34,34.86,-8.58,10.84,-4.92,-8.6,-626.22,-2.49,,True
-3,126,-6.93,1.88,3,0.76,-131.34,20.74,3.24,19.12,-6.2,-0.82,-512.22,0.45,-7.64,True
-3,21,-9.02,1.92,0,0.78,-158.34,19.28,5.43,19.26,-5.96,1.38,-476.22,2.6,-8.03,True
-24,300,-3.32,20.7,30,5.75,-221.34,31.06,-6.66,14.16,-3.94,-3.98,-706.22,0.42,-7.32,False
-1,24,-7.24,3.4,3,0.95,-149.34,19.46,3.57,19.6,-5.21,0.8,-524.22,1.5,,True
1,72,-7.38,2.02,3,0.63,-53.34,20.04,6.27,18.96,-6.38,1.4,-464.22,1.64,,True
-14,345,-5.97,15.6,30,6.7,-191.34,29.36,-4.53,15.22,-5.24,-4.54,-796.22,-2.01,,False
-4,255,-4.05,25.6,30,5.05,-11.34,30.86,-1.02,11.02,-6.51,-8.56,-496.22,-0.29,-5.94,False
-14,420,-4.53,16,30,5.15,-56.34,36.76,-8.07,12.78,-4.63,-9.4,-886.22,-3.93,-6.73,True
-14,630,-3.21,15.8,30,5.85,183.66,29.86,-2.73,12.14,-6.35,-5.08,-636.22,-1.02,,False
-14,690,-4.64,16.3,30,5.95,-131.34,32.06,-4.14,12.74,-5.85,-3.4,-926.22,-1.31,-6.43,False
-3,183,-7.34,3.36,3,0.48,-125.34,20.04,12.18,22.78,-5.77,2.52,-514.22,0.99,-7.34,False
-3,165,-7.62,0.48,3,0.57,-158.34,20.4,5.49,21.56,-6.69,4.12,-510.22,1.12,-7.73,True
-1,54,-7.56,2.86,3,0.53,-107.34,19.76,11.01,19.08,-5.56,0.38,-458.22,0.89,-6.87,False
-14,645,-1.55,15,30,6.55,-56.34,37.76,-6.63,9.18,-5.79,-10.56,-846.22,-4.13,-8.07,True
-1,9,-11.84,2.14,3,0.92,-56.34,20.54,4.53,19.12,-5.81,5.22,-524.22,5.5,-7.9,True
-3,210,-7.23,3.52,3,0.02,-146.34,20.02,3.96,19.7,-7.06,0,-468.22,2.39,,False
-14,420,-2.35,18.1,30,6.55,-146.34,33.66,-10.65,13.18,-4.31,-8.82,-536.22,-3.93,,True
-1,48,-8.55,1.86,3,0.71,-152.34,20.7,4.35,18.8,-5.43,0.52,-462.22,1.59,,True
-4,900,-2.02,19.6,30,6.7,93.66,38.46,-11.61,13.46,-7.17,-10.48,-476.22,-4.64,,True
-4,210,-2.66,14.4,30,6.8,48.66,31.46,-9.75,12.92,-6.54,-8.42,-566.22,-3.17,,False
-14,960,-1.93,18.6,30,8.35,-146.34,30.76,-9.75,11.48,-5.31,0.42,-576.22,-2.74,,False
-1,69,-7.08,3.74,3,0.48,-116.34,19.2,7.08,20.98,-6.25,2.24,-494.22,2.51,-6.35,False
-14,990,-4.13,22.6,30,7.5,-71.34,34.26,-1.38,10.9,-5.64,-6.46,-886.22,-4.05,,False
-1,6,-7.8,1.22,3,0.86,-158.34,20.12,4.08,19.82,-5.27,0.62,-482.22,2.58,-8.35,True
-1,105,-6.74,0.5,3,0.98,-44.34,20.66,5.13,19.5,-8.09,1.82,-510.22,2.06,-8.27,True
-1,15,-8.45,0.08,3,0.35,-134.34,20.4,5.43,19.24,-6.23,-0.34,-474.22,0.89,-6.52,True
-14,885,-3.97,14.7,30,7.9,-26.34,36.46,-6.51,9.08,-6.31,-4.9,-736.22,-3.26,-7.56,True
-24,435,-2.67,10.4,30,6.85,-386.34,33.36,-8.22,17.06,-4.95,-8.58,-886.22,-2.33,,False
-24,210,-3.78,13.5,30,6.35,-191.34,29.36,-2.34,13.82,-6.85,-6.76,-666.22,-2.18,-6.17,False
-1,27,-8.97,2.96,3,0.92,-35.34,20.52,6.45,20.84,-6.8,3.76,-500.22,0.81,,True
-1,30,-8.37,0.74,3,0.45,-47.34,20.4,3.18,19.32,-6.82,-0.58,-450.22,1.33,,True
-14,480,-4.17,29.9,30,5.35,-206.34,31.56,-5.82,12.98,-5.11,-6.44,-796.22,-2.65,-5.53,False
-1,42,-6.84,3.32,3,0.95,-149.34,20.7,3.66,19.66,-5.57,1.38,-500.22,2.8,-8.52,True
-3,12,-6.7,1.98,3,0.82,-134.34,20.7,5.4,20.42,-5.63,-0.76,-546.22,1.44,-8.91,True
-4,1035,-3.89,16.6,30,8.85,63.66,33.56,-10.92,18.04,-6.7,-6.02,-876.22,-3.33,-6.76,False
-3,3,-9.37,0.52,3,0.79,-128.34,20.34,5.58,32.26,-6.16,-0.68,-502.22,2.97,,True
-14,855,-2.64,18.3,30,8.75,78.66,32.86,-10.98,10.9,-5.77,-8.46,-826.22,-3.98,-5.97,False
-1,129,-6.61,1.12,3,0.82,-140.34,20.56,11.67,26.38,-6.44,0.42,-478.22,1.14,,True
-24,45,-4.81,12.3,30,5.05,-281.34,29.06,-4.83,14.82,-4.56,-5.1,-676.22,-1.41,-4.56,False
-3,24,-8.08,2.98,3,0.2,-134.34,19.82,5.04,22.64,-5.26,2.52,-542.22,2.5,,True
-14,135,-2.98,10.7,30,9.3,-311.34,28.56,-6.96,11.62,-4.38,-3.56,-846.22,-2.29,-6.85,False
-1,57,-7.68,3.76,3,0.75,-86.34,20.04,3.21,19.08,-6.41,-0.62,-500.22,1.45,-7.29,True
-14,345,-3.09,17.8,30,6.05,-56.34,32.96,-10.17,9.66,-6.12,-7.48,-556.22,-3.73,,True
-1,90,-10.09,2.34,3,0.57,-50.34,19.86,4.35,24.24,-6.34,1.14,-462.22,2,,True
-3,150,-11.01,1.32,0,0.9,-119.34,20.42,5.22,19.38,-6.04,3.1,-516.22,0.44,,True
-1,87,-8.42,3.36,3,0.78,-158.34,18.92,4.68,26.02,-5.37,0.4,-510.22,0.87,-6.79,False
-1,6,-6.7,1.8,3,0.41,-44.34,19.98,14.49,22.94,-6.14,2.22,-494.22,2.22,-6.42,False
-1,192,-7.3,1.68,3,0.75,-113.34,20.44,6.63,20.1,-5.9,4.54,-466.22,0.51,,True
-3,57,-8.08,1.22,3,0.86,-140.34,18.86,13.83,20.8,-8.03,0.72,-492.22,1.26,-6.96,False
-24,720,-2.48,15.6,30,6.1,-206.34,34.76,-4.17,11.06,-4.45,-8.72,-556.22,-0.11,,True
-1,48,-6.97,0.18,3,0.42,-146.34,20.64,4.65,19.06,-6.16,0.34,-530.22,1.95,,False
-14,510,-1.97,13.6,30,6,-146.34,37.26,-8.73,11.34,-4.5,-11.36,-486.22,-2.77,-8.48,True
-1,60,-6.81,3.78,3,0.91,-152.34,19.38,5.85,19.78,-5.16,4.08,-484.22,1.56,,True
-24,615,-3.28,13.4,30,6.35,-431.34,29.16,-2.52,11.6,-4.85,-8.08,-556.22,2.36,-6.32,False
-4,1050,-3.56,10.7,30,8.2,78.66,37.66,-12.24,9.88,-8.83,-8.08,-756.22,-4.13,,False
-3,78,-6.93,2.14,3,0.63,-107.34,20.26,3.99,21.86,-7.69,0.22,-506.22,2.73,,True
-14,1020,-3.11,10.5,30,5.15,-71.34,32.56,-5.94,11.38,-6.37,-6.74,-756.22,-1.74,,False
-3,27,-7.35,3.2,3,0.16,-149.34,18.9,14.4,19.7,-6.87,6.46,-470.22,1.38,-8.04,True
-0,198,-8.22,1.94,3,0.83,-101.34,20.2,4.26,19.62,-5.83,0.32,-470.22,0.99,,True
-3,18,-6.87,3.66,3,0.66,-155.34,20.1,4.56,19.56,-6.52,0.64,-494.22,2.16,,True
-14,735,-4.97,10.8,30,5.55,123.66,28.66,-4.8,12.96,-9.07,-2.14,-546.22,-2.5,,False
-1,6,-8.09,0.42,3,0.18,-128.34,20.12,4.8,25.72,-5.73,6.54,-540.22,1.12,-7.42,False
1,39,-7.82,1.22,3,0.93,-59.34,20.64,6.24,19.42,-6.52,0.98,-468.22,1.24,,True
-24,675,-3.99,17.8,30,9.4,-266.34,31.86,-10.26,10,-4.54,-9.12,-886.22,-1.51,,True
-14,750,-2.65,21.8,30,7.3,-236.34,32.26,-9.15,16.04,-4.71,-5.48,-826.22,-3.55,,False
-14,780,-3.55,19.7,30,5.5,-101.34,32.56,-5.25,13.02,-7.63,-8.04,-576.22,1.34,,False
-1,9,-6.96,0.2,3,0.53,-104.34,20.66,7.05,24.9,-8.55,0.66,-492.22,0.5,-7.69,True
-4,555,-2.59,10.5,30,9.3,33.66,33.66,-12.15,9.96,-9.18,-7.64,-556.22,-3.46,-7.01,True
-3,132,-6.93,0.64,3,0.56,-107.34,20.3,3.54,19.76,-5.94,1.14,-516.22,0.68,-7.79,True
-3,24,-6.82,4.14,3,0.86,-131.34,20,12,20.22,-5.84,-0.24,-478.22,3.53,,True
-9,15,-2.09,20.9,30,6,-101.34,32.06,-6.78,12.34,-3.9,-7.4,-526.22,-1.61,-7.59,False
-14,450,-3.02,11.1,30,8.95,-11.34,29.96,2.19,10.76,-5.18,-6.96,-776.22,0.6,-6.23,False
-14,1050,-2.61,27.8,30,5.75,-221.34,31.46,-6.84,15.68,-5.63,-6.2,-536.22,-3.61,,False
-1,78,-7.03,2.68,3,0.05,-131.34,20.16,5.52,19.84,-6.77,-0.2,-510.22,1.67,-6.24,False
-14,900,-4.49,15,30,7.75,-341.34,31.46,-7.41,10.38,-4.58,-9.08,-586.22,-3.17,-7.66,True
-1,75,-8.34,1.1,3,0.86,-44.34,20.04,3.9,19.58,-6.55,1.82,-512.22,0.92,-8.57,True
-1,21,-6.81,1.28,0,0.54,-104.34,20.14,3,19.86,-5.62,-0.62,-456.22,0.38,-7.76,True
-1,57,-6.78,1.26,3,0.96,-134.34,20.08,3.6,20.06,-5.44,-0.1,-536.22,3.3,-7.66,False
-3,90,-6.57,3.14,3,0.79,-146.34,19.9,3.18,21.84,-7.19,2.42,-482.22,3.25,-8.04,True
-3,213,-8.04,1.12,3,0.77,-128.34,20.26,3.3,24.52,-5.94,5.82,-488.22,1.27,,True
-1,45,-8.39,3.04,3,0.78,-77.34,20.58,5.49,20.68,-5.6,2.8,-542.22,0.9,,True
-9,555,-2.45,25.8,30,8,-116.34,32.26,-10.95,11.26,-5.54,-0.6,-696.22,-1.04,,True
-4,1065,-2.92,16.1,30,6.55,168.66,33.66,-9.18,10.6,-8.21,-9.6,-726.22,-3.58,,False
-1,204,-6.73,3.76,3,0.69,-122.34,19.92,4.53,19.38,-6.8,-0.18,-520.22,0.67,-7.18,False
-14,195,-2.61,14.1,30,5.1,-86.34,36.26,-9.72,11,-4.69,-9.68,-666.22,-3.76,-8.11,True
-4,390,-2.07,10.2,30,9.25,138.66,35.46,-9.21,14.04,-5.97,-9.14,-446.22,-5.02,-8.75,True
-1,30,-7.38,1.36,3,0.72,-137.34,19.38,6.54,19.68,-5.57,-0.3,-510.22,1.71,,False
-3,6,-6.82,2.12,3,0.2,-155.34,20.5,3.6,19.18,-5.77,-0.26,-532.22,1.73,-7.28,True
-14,1020,-4.15,17.7,30,6,78.66,30.56,-5.13,13.3,-6.13,-4.8,-676.22,-2.5,,False
-14,90,-3.75,27.3,30,7,-86.34,28.36,-3.84,15.34,-4.83,-2.3,-736.22,-1.58,,False
-1,123,-6.8,1.68,3,0.44,-143.34,20.64,5.7,31.46,-6.18,-0.58,-478.22,1.04,-7.61,True
-3,87,-7.5,1.62,3,0.78,-104.34,19.54,7.41,20.42,-5.73,0.52,-538.22,1.02,-7.72,False
-1,21,-9.05,3.1,3,0.32,-95.34,19.92,14.79,19.5,-5.85,1.76,-538.22,0.8,-6.66,False
-1,144,-6.5,3.44,3,0.89,-164.34,20.4,4.47,19.86,-5.75,0.44,-466.22,3.03,-9.08,True
-4,720,-3.76,23,30,5.65,63.66,30.66,-6.87,15.88,-5.43,-7.48,-686.22,-2.01,,False
-1,9,-6.48,1.54,3,0.57,-95.34,20.7,4.65,19.54,-5.69,-0.84,-492.22,0.56,,True
-24,1050,-8.11,25.9,30,5.35,-251.34,30.26,-8.01,14.94,-5.4,-7.98,-536.22,-1.97,,False
-1,66,-7.92,2.54,3,0.02,-65.34,20.6,18.06,22.66,-5.97,0.06,-478.22,1.95,,False
1,18,-8.19,1.14,3,0.88,-80.34,20.44,5.52,23.02,-6.18,-1.02,-472.22,4.39,,True
-24,615,-3.45,12.4,30,8.8,-176.34,30.16,-8.4,12.38,-7.7,-5.2,-896.22,-2.51,-6.54,False
-1,30,-6.98,3.2,3,0.67,-98.34,20.06,8.4,19.72,-6.55,0.8,-536.22,0.9,-7.95,False
-3,51,-8.89,2.9,3,0.05,-134.34,19.18,6.57,20.88,-6.09,3.86,-500.22,2.13,,False
-4,300,-2.61,12.9,30,9.85,48.66,34.66,-7.05,8.86,-5.43,-11.16,-796.22,-3.83,-9.03,True
-14,630,-2.56,24,30,5.95,63.66,35.26,-8.88,9.8,-8.89,-9.56,-596.22,-2.79,-8.07,True
-1,117,-6.66,1.38,0,0.29,-92.34,20.76,5.58,19.4,-6.48,-0.58,-510.22,0.78,,True
1,75,-7.88,3.08,3,0.67,-98.34,19.52,3.9,22.56,-9.31,1.48,-470.22,4.26,,False
-1,36,-8.39,3.2,3,0.33,-146.34,19.9,10.26,21.52,-5.2,0.42,-542.22,1.88,,False
-4,660,-2.41,14,30,8.05,-101.34,31.46,-8.04,17.1,-6.11,-4.98,-726.22,-3.84,,False
-14,795,-2.1,10.3,30,9.5,-86.34,29.86,-10.11,10.12,-6.83,-8.8,-486.22,-4,,False
-14,645,-3.51,22.8,30,8.6,-101.34,29.36,-7.02,11.9,-6.22,-1.7,-896.22,-0.33,,False
1,36,-7.22,3.6,3,0.35,-98.34,20.74,2.97,21.28,-6.49,0.18,-458.22,0.87,-8.36,True
-3,45,-7.08,2.68,3,0.61,-134.34,19.76,4.26,19.74,-5.14,0.48,-496.22,2.57,-7.79,True
-3,48,-7.31,0.76,0,0.1,-161.34,20,7.08,21.38,-5.55,1.18,-512.22,1.63,,True
-4,990,-3.88,19.7,30,6.1,168.66,30.16,-4.44,14.16,-7.12,-5.6,-886.22,1.98,,False
-14,735,-2.45,11.7,30,7,138.66,33.36,0.06,10.86,-9.4,-7.88,-836.22,-3.61,-4.82,False
-14,990,-3.73,25.5,30,6.3,153.66,31.96,0.24,25.28,-5.89,-7.98,-856.22,-1.79,-6.34,False
-3,12,-7.53,0.94,3,0.91,-116.34,19.78,20.01,22,-8.9,3.7,-534.22,1.7,-7.23,False
-1,27,-6.79,3.88,3,0.37,-128.34,20.5,15.42,20.72,-5.07,-0.44,-530.22,0.86,-7.35,True
1,51,-9.63,1.58,3,0.82,-74.34,20.04,11.43,23.1,-5.74,3.48,-522.22,8.27,,True
-14,855,-3.27,18.9,30,9.6,-281.34,33.06,-10.71,9.16,-5.96,-10.96,-666.22,-2.15,-8.12,True
-1,15,-7.29,1.4,3,0.6,-59.34,20.4,5.91,20.12,-5.79,5.72,-476.22,2.21,-9.02,True
1,27,-6.77,2.46,3,0.07,-74.34,20.4,4.02,26.54,-5.93,1.98,-506.22,2.15,-6.53,False
-14,690,-5.1,18.8,30,6.9,78.66,31.06,-3,13.04,-5.42,-8.82,-706.22,-1.59,-5.37,False
-1,51,-11.22,3.16,3,0.91,-119.34,19.14,4.47,20.04,-7,8.92,-496.22,0.93,,False
-1,36,-9.23,2.88,3,0.47,-122.34,18.98,7.71,22.86,-6.93,11.36,-546.22,1.86,,False
-24,555,-5.35,19.5,30,6.4,-191.34,31.86,-7.23,11.8,-6.49,-8.4,-786.22,-3.28,-7.05,False
-3,210,-8.33,3.66,3,0.03,-128.34,20.78,3.96,19.72,-5.57,0.92,-490.22,2.41,-6.1,False
-3,18,-7.76,2.08,3,0.35,-116.34,20.48,5.49,19.42,-6.21,0.96,-470.22,1.65,-6.45,True
-2,114,-7.37,3.4,3,0.54,-101.34,20.62,4.35,19.1,-6.88,8.42,-534.22,0.59,-7.14,False
-24,1065,-4.24,29.1,30,5.2,-281.34,32.36,-2.61,18.4,-5.34,-6.66,-876.22,-1.92,,False
-4,540,-1.36,19.5,30,7.05,138.66,36.76,-11.85,9.98,-6.07,-11.12,-546.22,-4.29,-6.51,True
-4,225,-2.68,17,30,5.95,108.66,35.26,-8.91,10.38,-5.18,-8.68,-826.22,-2.88,,False
-14,60,-2.84,18.8,30,5.05,48.66,33.26,-7.56,13.22,-4.67,-8.24,-746.22,-2.71,,False
-3,18,-8.1,0.76,3,0.73,-128.34,20.46,10.35,20.06,-5.45,1.08,-508.22,2.4,,True
-4,915,-2.27,26.1,30,8.95,153.66,35.26,-9.24,8.98,-5.89,-8.96,-846.22,-4.33,,True
-24,585,-5.04,25.5,30,7.3,-236.34,30.56,-6.75,14.86,-4.64,-6.24,-896.22,-1.54,-6.67,False
-1,27,-7.91,1.28,3,0.79,-137.34,18.88,7.47,21.56,-6.25,0.56,-482.22,7.58,,False
-14,675,-3.92,20.3,30,7.7,-356.34,32.16,-7.89,9.44,-5.94,-10.02,-546.22,-3.97,-8.53,True
-1,99,-8.31,0.6,3,0.81,-152.34,20.64,6.27,19.98,-6.07,0.14,-472.22,1.19,,True
-4,1020,-1.69,16,30,7.8,-71.34,35.76,-12.3,12.12,-7.84,-10.24,-746.22,-3.12,,False
-24,855,-3.26,29.3,30,7.95,-191.34,30.06,-0.51,13,-5.18,-2.06,-916.22,-2.79,-6.61,False
-14,660,-4.3,11.6,30,5.75,-11.34,31.56,-2.61,14.08,-6.29,-5.98,-846.22,-1.54,-6.29,False
-14,735,-1.64,14.8,30,8.35,-56.34,35.36,-7.77,9.86,-5.45,-6.52,-566.22,-3.54,,True
-14,180,-3.12,11.7,30,5.75,63.66,35.96,-9.96,10.12,-4.64,-9.98,-776.22,-2.42,-9.02,True
-1,129,-9.14,1.74,3,0.67,-98.34,20.04,10.62,20.04,-6.84,-0.14,-520.22,1.18,-8.25,False
-14,300,-2.23,13.9,30,9.35,168.66,30.76,-9.69,11.4,-5.64,-5.36,-486.22,-3.09,,True
-4,525,-2.28,12,30,5.75,-101.34,38.76,-11.94,8.94,-7.26,-8.58,-726.22,-3.14,-7.06,True
-24,255,-2.75,10.8,30,8.2,-266.34,31.26,-3.87,12.36,-5.17,-8.1,-896.22,-2.88,-6.5,False
-4,150,-3.58,18.2,30,10.15,48.66,29.76,-4.14,10.64,-4.65,-8.02,-846.22,-0.16,-5.81,False
-14,330,-2.56,17.8,30,5.25,-266.34,31.96,-3.99,16.56,-4.86,-4,-516.22,-1.44,,False
-1,75,-7.23,3.4,3,1.06,-89.34,19.56,7.71,19.22,-6.73,-0.3,-532.22,1.78,,False
-24,630,-2.39,16.5,15,6.55,-221.34,30.86,-6.21,14.86,-5.23,-8.4,-746.22,-3.39,-6.86,True
-4,435,-3.43,12.4,30,8.9,183.66,31.76,2.94,10.2,-7.99,-6.7,-596.22,-4.15,-6.58,False
-4,405,-6.07,19.2,30,8.15,-101.34,30.16,-5.04,13.54,-4.51,-4.96,-896.22,-1.83,,False
-14,450,-2.27,21.5,30,8,-131.34,31.46,-10.71,10.56,-3.99,-8.56,-506.22,-1.92,-8.11,True
-24,30,-3.33,19.5,30,5.55,-356.34,30.66,-4.38,16.82,-5.92,-4.32,-726.22,-2.75,,False
-14,555,-6.18,27.9,30,7.25,3.66,29.06,-6.39,12.58,-4.41,-6.84,-806.22,-0.27,,False
